,Date,County,Event,Location,Lat,Long,Deaths,Injured,Missing,Houses.Destroyed,Evacuated,Houses.Damaged,Directly.affected,Indirectly.Affected,Relocated,Losses..Local,Education.centers,Damages.in.crops.Ha.,Lost.Cattle,Lost.Goats,Lost.Livestock,source,Comments
713,01-04-10,Trans-Nzoia,Flood,Kitale-Swam Road,1.0394814,34.9817721,0,0,0,0,0,0,,0,,,0,1000,0,0,0,Desinventar,
714,1/14/2010,Kisumu,Flood,Upper And Lower Nyakach,-0.2918798,34.9286096,0,0,0,0,0,0,,300,,,0,0,0,0,0,Desinventar,
715,1/14/2010,Siaya,Flood,Central Uyoma,0.1304994,34.30709,3,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Chilren Drowned In A Dam
716,01-04-10,Siaya,Flood,Nyang'oma,-0.016667,34.35,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,4 Roads And A Bridge Destroyed
717,1/14/2010,Kisii,Flood,Kisii South,-0.677334,34.779603,0,0,0,0,0,0,,120,,,0,0,0,0,0,Desinventar,
718,01-04-10,Homa Bay,Flood,Wahambala,-0.5350427,34.4530968,0,0,0,0,0,5,,296,296,,0,275,200,0,0,Desinventar,
719,01-04-10,Samburu,Flood,Naibor Road,-2.3455556,36.6852778,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
720,01-04-10,Nakuru,Flood,Chepalungu,-0.3030988,36.080026,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Bomet - Koposwaro Road Destroyed
721,01-04-10,Samburu,Flood,Maralal - Baragoi Road,1.0931431,36.7018311,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
722,01-04-10,Nakuru,Flood,Athinai Road,-0.066667,35.983333,4,0,0,0,0,0,,150,,,0,100,7,0,0,Desinventar,
723,01-04-10,Baringo,Flood,Kipchobet Bridge,0.2154528,35.8747648,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
724,1/14/2010,Makueni,Flood,Emali-Ukia Road,-2.079689,37.4731352,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
725,1/14/2010,Meru,Flood,Tumau,0.0514721,37.6456042,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Timau-Ngare-Ndare Munyangalo Roads 90% Of Bean Crops In The District Were Destroyed
726,12-01-09,Isiolo,Flood,Kina-Garbatulla Road,0.5337033,38.5112693,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,"Culvert Destructed, Broken Water Drainage"
727,02-02-12,Kwale,Flood,Kilibasi,-3.966667,38.95,0,0,0,0,0,0,,34000,,,0,0,0,0,0,Desinventar,
728,10/28/2009,Tana-River,Flood,Tarasaa,-2.4438507,40.1695846,0,0,0,230,0,0,,400,,,0,0,0,0,0,Desinventar,
729,3/26/2010,Tana-River,Flood,Tana River,-0.9628511,39.8698303,0,0,0,0,0,0,,11573,,,0,0,0,0,0,Desinventar,
730,12/27/2010,West Pokot,Flood,East Pokot,1.6210076,35.3905046,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
731,12/27/2009,Turkana,Flood,Turkana East,3.3122477,35.5657862,5,0,0,0,0,0,,25000,,,0,0,0,0,0,Desinventar,
732,12/27/2009,Turkana,Flood,Turkana South,3.3122477,35.5657862,4,0,0,15,0,0,,0,,,0,0,0,0,0,Desinventar,
733,01-03-10,Makueni,Flood,Emali,-2.079689,37.4731352,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
734,01-02-10,Kajiado,Flood,Rongai,-1.3938636,36.7442377,4,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
735,01-02-09,Baringo,Flood,Moi Ndambi,0.8554988,36.0893406,0,0,0,0,0,0,,1168,,,0,0,0,0,0,Desinventar,
736,12/28/2009,Kajiado,Flood,Kajiado North,-1.8420731,36.7918599,3,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
737,12/24/2009,Narok,Flood,Nairobi - Kisii Road,-1.2920659,36.8219462,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
738,11-03-09,Muranga,Flood,Muranga East And West,-0.7839281,37.0400339,1,0,0,2,0,0,,0,,,0,0,0,0,0,Desinventar,
739,11-02-09,Kilifi,Flood,Bungale Road,-3.5106508,39.9093269,0,0,0,0,0,0,,8000,,,0,0,0,0,0,Desinventar,
740,11-02-09,Kilifi,Flood,Lamu Rd,-2.2695575,40.9006408,2,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
741,10/28/2009,Lamu,Flood,Kiunga Witu,-1.7454601,41.4887787,0,0,0,160,0,0,,800,,,0,0,0,0,0,Desinventar,
742,10/28/2009,Kilifi,Flood,Lamu/Malindi Road,-3.201041,40.116793,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
743,12/27/2009,Kilifi,Flood,Malindi/Garsen Road,-3.1717303,40.110243,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
744,11-09-15,Mandera,Flood,River Dawa,4.8335443,40.2755814,0,0,0,0,0,0,,0,,,0,0,152,0,0,Desinventar,Over 100 Shelters Have Been Submerged And About 150 Goats And 2 Cows Swept Away By Goats
745,11-04-15,Trans-Nzoia,Flood,Kapterit,1.0566667,34.9506625,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Two Acres Of Land With Beans Plantation Were Affected.
746,04-01-08,Busia,Flood,Teso,0.5592585,34.2695318,0,0,0,0,0,0,,4200,,,0,0,0,0,0,Desinventar,
747,2/14/2010,Uasin-Gishu,Flood,Eldoret East,0.5142775,35.2697802,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
748,12/25/2009,Kajiado,Flood,"Ole Moroi In Kajiado North, Sanikeli",7.3586557,-8.7095789,4,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Waters From The Heavy Storm Of Rainfall Formed A Seasonal River And Streamed Downhill. 8 People Who Were Crossing A Road Were Swept By The Floods And [...]
749,12/25/2009,Kajiado,Flood,Ol Tepesi,-1.5644065,36.4310251,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,"The Stream Damaged The Road And Overflowed Its Banks, The Road Edges , Guard Rails Were Swept Away And Excessive Fow Of Water Current From Upstream [...]"
750,12/25/2009,Kajiado,Flood,"Ol Mayana, Esoneruwa",-2.0980751,36.7819505,0,0,0,4,0,0,,0,,,0,0,0,0,0,Desinventar,"House Hold Goods, 10 Goats, 10 Iron Sheets At Esoneruwa Trading Centre Were Swept Away, A Stream Also Overflooded"
751,1/21/2012,Kisumu,Flood,Koru,-0.183333,35.266667,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
752,1/24/2012,Nakuru,Flood,Gitare,-0.3030988,36.080026,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
753,1/23/2012,Nakuru,Flood,Morendata Railway Station Land,-0.3030988,36.080026,0,0,0,200,0,0,,0,,,0,0,0,0,0,Desinventar,
754,01-03-10,Tana-River,Flood,Tana Delta,-2.271263,40.1043381,0,0,0,0,0,0,,7000,,,0,0,0,0,0,Desinventar,
755,11-01-09,Kilifi,Flood,Chamari,-3.5106508,39.9093269,0,0,0,0,0,0,,1080,,,0,0,0,0,0,Desinventar,
756,11-01-09,Kilifi,Flood,Kanagoni,-2.8157969,40.1474789,2,0,0,466,0,0,,5000,2330,,0,0,0,0,0,Desinventar,1000 Households Were Affected
757,01-03-10,Tana-River,Flood,Tana North,-0.9628511,39.8698303,0,0,0,85,0,0,,5000,,,0,0,0,0,0,Desinventar,
758,11-01-09,Kilifi,Flood,Kidutani,-3.7751181,39.7134478,2,0,0,0,0,0,,54,,,0,0,0,0,0,Desinventar,River Mbogholo Burst And Swept Away Crops. Abridge Under Construction Was Swept Away And 3 Power Posts Were Brought Down By The Water
759,01-03-10,Lamu,Flood,Lamu West,-2.2695575,40.9006408,0,0,0,0,0,0,,3959,,,0,0,0,0,0,Desinventar,
760,01-03-10,Lamu,Flood,Lamu East - Faza Island,-2.1090427,41.0599916,0,0,0,14,0,0,,420,,,0,0,0,0,0,Desinventar,
761,01-03-10,Makueni,Flood,Emali,-2.079689,37.4731352,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
762,01-04-10,Baringo,Flood,Molok Bridge,0.8554988,36.0893406,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
763,01-04-10,Baringo,Flood,Kabogor Bridge,0.1887102,35.851682,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
764,01-04-10,Baringo,Flood,Rosoga Bridge,0.1001855,35.859519,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
765,01-04-10,Baringo,Flood,Waseges Bridge,0.3205759,36.1363506,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
766,01-04-10,Baringo,Flood,Marigat - East Pokot Road,0.4694721,35.9832743,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
767,01-04-10,West Pokot,Flood,Alale -Nauyapons Road,2.3065049,35.0828588,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
768,01-04-10,West Pokot,Flood,Kacheliba- Kanyerus Road,1.6210076,35.3905046,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
769,01-04-10,West Pokot,Flood,Konyau - Uganda Road,1.6210076,35.3905046,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
770,01-04-10,West Pokot,Flood,Konyau - Kasei Road,1.966667,35.2,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
771,11-01-09,Kilifi,Flood,Kambicha,-3.5106508,39.9093269,0,0,0,0,0,0,,75,,,0,0,0,0,0,Desinventar,
772,11-01-09,Kilifi,Flood,Adu,-2.85,39.966667,0,0,0,0,0,0,,45,,,0,0,0,0,0,Desinventar,
773,11-01-09,Kilifi,Flood,Garashi,-3.116667,39.883333,0,0,0,0,0,0,,180,,,0,0,0,0,0,Desinventar,
774,11-01-09,Kilifi,Flood,Kanyumbuni,-3.5106508,39.9093269,0,0,0,0,0,0,,1150,,,0,0,0,0,0,Desinventar,
775,11-01-09,Kilifi,Flood,Watala,-3.5106508,39.9093269,0,0,0,0,0,0,,1160,,,0,0,0,0,0,Desinventar,
776,01-04-10,Nandi,Flood,Nandi South,0.1835867,35.1268781,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,"2 Brigdes Along Kibesim-Kapkwong Road 2 Roads Kibigori, Chemase, Chepswerta, Lamaiya Roads"
777,01-04-10,Laikipia,Flood,"Laikipia North, Mukogodo",0.4383333,37.2333333,1,0,0,0,0,0,,5,,,0,0,0,0,0,Desinventar,
778,01-04-10,Trans-Nzoia,Flood,Chepkatil River,1.0566667,34.9506625,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
779,01-04-10,Laikipia,Flood,Nabor,0.3606063,36.7819505,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
780,1/14/2010,Makueni,Flood,Masimba-Nguu-Simba Road,-2.0592722,37.6173695,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
781,01-01-10,Kajiado,Flood,Rongai,-1.3938636,36.7442377,4,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
782,12/31/2009,West Pokot,Flood,Nyinyang Bridge,1.6210076,35.3905046,0,0,0,0,0,0,,500,,,0,0,0,0,0,Desinventar,
783,2/16/2010,Mandera,Flood,"Arabia, Bulla Jamhuria",3.9379106,41.8538678,0,0,0,0,0,0,,869,,,0,0,0,0,0,Desinventar,"110 Toilets Sunk, Road Networks Were Destroyed, Dining Hall & Administration Block At Arabia Girls Secondary Both Under Construction Were Damaged, 2 [...]"
784,12/28/2009,Narok,Flood,Kajiado North,-1.0875428,35.8770642,3,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Drainage Destroyed
785,12/28/2009,Narok,Flood,Narok Suswa,-1.1761411,36.3488674,0,0,0,0,0,0,,385,,,0,0,0,0,0,Desinventar,Drainage Destroyed
786,12/28/2009,Narok,Flood,Narok,-1.0875428,35.8770642,0,0,0,0,0,0,,215,,,0,0,0,0,0,Desinventar,Drainage Systems Destroyed
787,12/27/2009,West Pokot,Flood,Kenya-Ethiopia-Sudan Roads,1.6210076,35.3905046,0,0,0,60,0,0,,0,,,0,0,0,0,0,Desinventar,
788,12/27/2009,West Pokot,Flood,Chemolingot,0.9829067,35.9778311,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,People In These Areas Relocated To Higher Grounds
789,11-02-09,Kilifi,Flood,Malindi/Garsen,-3.1717303,40.110243,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
790,05-10-10,Turkana,Flood,Lodwar,3.1155165,35.6040785,3,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,"Villages Affected : Nakwamekwi, Napete, Soweto, And Nabute Remaining Part Of Bridge Extensively Damaged"
791,05-10-10,Turkana,Flood,"Soweto, Napute And Napatete",-26.2485377,27.8540323,4,0,0,0,0,0,,4000,,,0,0,0,0,0,Desinventar,
792,01-10-10,Nakuru,Flood,Athinai,-0.066667,35.983333,4,0,0,0,0,0,,150,,,0,100,0,0,0,Desinventar,
793,01-10-10,Baringo,Flood,"Rosoga, Emining, Kiplombe Hills",-0.0236098,35.8161328,0,0,0,0,0,0,,426,,,0,0,0,0,0,Desinventar,"Bridges Were Destroyed, Floods Drained Into 5 Cattle Dips Therby Diluting The Dip Wash"
794,01-10-10,West Pokot,Flood,Kongelai,1.4050394,34.994751,1,0,0,60,0,0,,136,,,0,0,0,0,0,Desinventar,"Roads Damaged Were Sigor-Lomut, Lomut-Ameter, Sigor-Muino, And 3 Bridges, 160 Households Affected"
795,01-10-10,Baringo,Flood,Eldume,0.053037,35.729768,0,0,0,122,0,0,,601,,,0,86.5,0,0,0,Desinventar,
796,01-10-10,Baringo,Flood,Longewan/ Ngarua,0.4641592,36.0708296,0,0,0,118,0,0,,0,,,0,53.5,7,0,0,Desinventar,
797,01-10-10,Baringo,Flood,Loboi,0.2916514,36.0547256,0,0,0,23,0,0,,0,,,0,20,0,0,0,Desinventar,
798,01-10-10,Baringo,Flood,Ngambo,0.8554988,36.0893406,0,0,0,67,0,0,,67,,,0,0,36,0,0,Desinventar,"67 Households Were Washed Away, Ngambo Dispensary Was Submerged Resulting To Loss Of Medicine, 2 Pit Latrines Were Also Destroyed"
799,12/31/2009,West Pokot,Flood,Nginyang,0.9359015,36.0223584,0,0,0,0,0,0,,500,,,0,0,0,0,0,Desinventar,Nginyang Bridge Was Destroyed And Transportation Of Relief Food Was Paralysed
800,12/28/2009,Narok,Flood,Suswa,-1.1761411,36.3488674,3,0,0,0,0,0,,385,,,0,0,0,0,0,Desinventar,There Was Massive Destruction Of Drainage Systems
801,12-01-09,Embu,Flood,Muchonoke-Mutus Road,-0.6174993,37.6180015,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
802,12/28/2009,Narok,Flood,Narok,-1.0875428,35.8770642,0,0,0,0,0,0,,215,,,0,0,0,0,0,Desinventar,
803,12-01-09,Embu,Flood,Kauringwa-Karerema Road,-0.5388381,37.4596409,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
804,12-01-09,Embu,Flood,Iriaitune-Kikumiro-Wango Road,-0.8297821,37.3879445,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
805,12/27/2009,Kisumu,Flood,Kisumu,-0.0917016,34.7679568,0,0,0,12,0,0,,60,,,0,26,0,0,0,Desinventar,26 Ha Of Maize And Rice Were Destroyed
806,01-01-10,Embu,Flood,Kiritiri-Karimari Road,-0.6859545,37.6479757,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
807,01-01-10,Kitui,Flood,Katse Detour,-0.460645,38.0800041,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
808,01-01-10,Kitui,Flood,Thua-Nguuku Road,-1.3750813,37.9952144,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
809,01-01-10,Kitui,Flood,Kamuongo- Kalatine- Kiambere Road,-1.3037789,36.8199963,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
810,12/27/2009,Siaya,Flood,Siaya,0.0626293,34.2878084,5,0,0,101,0,0,,500,,,0,0,0,0,0,Desinventar,3 Class Rooms Were Destroyed And 15 Homes Evacuated
811,01-01-10,Kitui,Flood,Kamuongo-Katooni Road,-1.3750813,37.9952144,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
812,01-01-10,Kitui,Flood,Bailey Brigde,-1.3750813,37.9952144,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Washout Of River Katse
813,01-01-10,Kitui,Flood,Mumoni,-0.5036955,38.0208151,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
814,12/27/2009,Homa Bay,Flood,Rachuonyo,-0.5350427,34.4530968,0,0,0,0,0,0,,0,,,0,0,15,0,0,Desinventar,Infrastructure Was Destroyed
815,12/27/2009,Kisumu,Flood,Nyando,-0.1992024,35.0167866,0,0,0,47,0,0,,1674,,,0,0,0,0,0,Desinventar,One School Was Destroyed
816,12-01-09,Makueni,Flood,Hillside-Kathekani Road,-2.620686,38.15572,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
817,12/27/2009,Turkana,Flood,Turkana Central,3.3122477,35.5657862,5,0,0,150,0,0,,650,650,,0,0,0,0,0,Desinventar,
818,12/27/2009,Turkana,Flood,Turkana East,3.3122477,35.5657862,5,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,"Two Schools Were Destroyed And Two Health Centres Severely Damaged, Five Bridges Were Washed Away"
819,12/27/2009,Turkana,Flood,"Kakongu, Kalemngorok, Lokichar",2.0259197,35.5288442,4,0,0,15,0,0,,0,,,0,0,0,0,0,Desinventar,"Irrigation Schemes Along River Turkwel Were Badly Affected, 1000 Households Were In Danger Of Being Submerged If The Rains Continued, 346 Households [...]"
820,12-01-09,Makueni,Flood,Mtito Andei-Kyusyani Kamunyu Road,-2.6917308,38.1662152,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
821,12-01-09,Makueni,Flood,Mtito Andei-Nthuguni-Kathekani Road,-2.6917308,38.1662152,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
822,12/24/2009,Narok,Flood,Narok,-1.0875428,35.8770642,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
823,12-01-09,Makueni,Flood,Nthogoni-Mtito Andei Road,-2.6917308,38.1662152,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
824,12-01-09,Makueni,Flood,Kambu-Makutano Road,-2.5957393,38.0763683,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
825,12/23/2009,Nairobi,Flood,Nairobi,-1.2920659,36.8219462,4,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
826,12-01-09,Makueni,Flood,Kinyambu-Metava Road,-2.2558734,37.8936663,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
827,12-01-09,Makueni,Flood,Utithi-Ivoleni Road,-2.5389631,37.99878,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
828,12-01-09,Makueni,Flood,Kibwezi-Kisayani Road,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
829,3/28/2010,West Pokot,Flood,Tapach,1.2625638,35.4180551,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,"Several Farm Crops Were Swept Away, 30 Families Were Relocated To Safer Grounds"
830,12-01-09,Makueni,Flood,Kyanginywa-Makutano Road,-2.3555495,38.117677,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
831,12-01-09,Makueni,Flood,Masongaleni-Ndauni Road,-2.480355,38.05172,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
832,3/28/2010,West Pokot,Flood,Wei Wei River,1.6210076,35.3905046,2,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
833,3/19/2010,Turkana,Flood,Naviket Seasonal River,-1.3875964,36.6940087,3,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
834,03-03-10,Kajiado,Flood,River Isinya,-1.4268383,36.9330147,2,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
835,01-03-10,Makueni,Flood,Mwisuni,-2.2558734,37.8936663,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,River Kiboko Burst Its Banks Mashrooning 5 Families
836,03-04-10,Samburu,Flood,Ewaso Nyiro River,0.5917706,37.4717903,0,0,0,0,0,0,,686,,,0,0,0,0,0,Desinventar,"41 Tourists Were Evacuated From Their Resorts To Safer Places While 45 Families Were Rendered Homeless, 600 Staff Of Tourist Lodges Were Aff [...]"
837,01-01-10,Meru,Flood,Juakali Plot,0.0514721,37.6456042,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
838,01-01-10,Meru,Flood,Ndagani Market,-0.3218101,37.6598132,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
839,01-01-10,Meru,Flood,Karangi Primary,0.0514721,37.6456042,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
840,12-01-09,Machakos,Flood,Sofia-Ndalani-Kambi Mawe Road,-1.0849933,37.390173,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
841,12-01-09,Machakos,Flood,Mamba- Ndalani Road,-1.5176837,37.2634146,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
842,12-01-09,Machakos,Flood,Kithimani- Katanga Road,-1.1840152,37.4461281,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
843,12-01-09,Machakos,Flood,Sunai Primary Sch,-1.5242358,37.2701243,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
844,4/29/2010,Tana-River,Flood,Tana River Near Walden,-1.1,39.95,0,0,0,0,0,0,,11573,,,0,0,0,0,0,Desinventar,
845,4/29/2010,Kilifi,Flood,Goshi - River Sabaki,-3.45,39.4166669,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
846,4/25/2010,Turkana,Flood,"River Kakole, Silale Hills",55.49268,22.1845559,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Government Officers Were Stranded And Were Later Rescued By A Helicopter
847,04-07-10,Narok,Flood,Olasit Trading Center - Suswa Bridge,-1.1761411,36.3488674,5,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,A Vehicle Carrying 5 Passengers Was Swept Away Killing All The Occupants
848,05-09-10,Kajiado,Flood,"Ngong, Matasia, Kiserian, Kisamis",-1.4208377,36.6853827,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Ngong Area Recieved Heavy Pounding From Around 2000hrs On 9th May To 10th May Nonstop. Roads Were Rendered Impassable And Heavy Boulders Were [...]
849,12-06-11,Kisumu,Flood,West Nyakach,-0.0917016,34.7679568,0,0,0,0,0,156,,780,,,0,0,0,0,0,Desinventar,
850,12-06-11,Kisumu,Flood,Gem Rae,-0.2414886,34.9580545,0,0,0,0,0,25,,125,,,0,0,0,0,0,Desinventar,
851,12-06-11,Kisumu,Flood,Thur Dibuoro,-0.3440793,34.8537939,0,0,0,0,0,127,,635,,,0,0,0,0,0,Desinventar,
852,12-06-11,Kisumu,Flood,Rangul,-0.0917016,34.7679568,0,0,0,0,315,63,,315,,,0,0,0,0,0,Desinventar,
853,12-06-11,Kisumu,Flood,Wawidhi,-0.0917016,34.7679568,0,0,0,0,0,0,,0,,,0,200,0,0,0,Desinventar,"Maize, Legumes, Cotton, Rice Affected"
854,12-06-11,Siaya,Flood,"West Ugenya, East Ugenya",0.1811028,34.2966264,0,0,0,0,0,500,300,0,,,0,0,0,0,0,Desinventar,
855,12-06-11,Siaya,Flood,"Usonga, Nyadorera Centre, Rwambwa Health Centre, Police Post",0.1148414,34.0926576,0,0,0,0,0,500,,0,,,0,100,0,0,0,Desinventar,Roads Were Also Cut Off And Nyadorera Market Was Flooded
856,12-06-11,Kakamega,Flood,"Lucheka, Emurambe, Munanga",0.2827307,34.7518631,0,0,0,0,0,0,,60,,,0,0,0,0,0,Desinventar,"60 Families Were Affected, 20 Of Them Have Been Displaced"
857,10/15/2011,Kilifi,Flood,Ngwenzeni River,-3.5106508,39.9093269,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,The River Was Swollen Due To Heavy Rains
858,10/13/2011,Kwale,Flood,Diani,-4.2797626,39.5946958,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,"3 Villages, Harmony, Sululu And Lemba Were Submerged By The Floods"
859,10/13/2011,Kilifi,Flood,Rare River,-3.5106508,39.9093269,3,6,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
860,12-02-11,Meru,Flood,Thai,0.0514721,37.6456042,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,
861,04-09-13,Kisumu,Flood,Nyakach,-0.3857456,34.9331203,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Downpour That Affected Homes.
862,04-09-13,Migori,Flood,Migori,-1.0706976,34.4752715,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Affected Many Families.
863,04-10-13,Baringo,Flood,Rosago,0.8554988,36.0893406,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfal That Swept Away One Body.
864,04-08-13,Muranga,Flood,Muthithi,-0.845938,37.0970428,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall Causing Flooding.
865,4/13/2013,Muranga,Flood,Gatumbi,-0.7805201,36.9622135,2,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Swept Away Two Bodies.
866,5/18/2016,Migori,Flood,Migori,-1.0706976,34.4752715,1,0,1,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Down Pour That Swept A Way One Body
867,3/30/2013,Marsabit,Flood,Marsabit,2.3354966,37.9943453,3,0,1,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Down Pour Causing Flooding.
868,11/13/2015,Narok,Flood,Narok,-1.0875428,35.8770642,6,0,0,0,0,0,,0,,,0,0,300,0,0,Desinventar,Six People Were Reported Dead And 300 Cows Were Swept Away.
869,11/14/2015,Makueni,Flood,Makueni,-2.2558734,37.8936663,0,0,0,0,0,3,,0,,,0,0,0,0,0,Desinventar,Roofs Of Three Classroom In Uvaa Primary Were Blown Off.
870,11/16/2015,Trans-Nzoia,Flood,Trans-Nzoia,1.0566667,34.9506625,0,0,0,139,0,0,,0,,,0,0,0,0,0,Desinventar,Affected A Total Number Of 827.
871,11/16/2015,Garissa,Flood,Garissa,-0.4532293,39.6460988,4,0,0,0,0,0,,1550,,,0,0,0,0,0,Desinventar,1550 Families Were Displaced.
872,11/16/2015,Kilifi,Flood,Kilifi,-3.5106508,39.9093269,0,0,0,3,0,0,,50,,,0,0,0,0,0,Desinventar,50 People Were Marooned By Floods. Three Mud Walled Houses Collapsed.
873,11/16/2015,Tana-River,Flood,Tana-River,-0.9628511,39.8698303,0,0,0,53,0,0,,618,,,0,0,0,0,0,Desinventar,618 People Displaced By Flood Water.
874,11/16/2015,Kilifi,Flood,Kilif,-3.5106508,39.9093269,0,0,0,0,0,0,,53,,,0,0,0,0,0,Desinventar,50 Pupils And 3 Students Were Affected.
875,3/22/2016,Narok,Flood,Narok,-1.0875428,35.8770642,5,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Five Children Were Reported Dead.
876,11/16/2015,Turkana,Flood,Turkana,3.3122477,35.5657862,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Several Houses Collapsed With Property Of Unknown Value
