DATE_TIME,REGION,COUNTIES,NAME,TYPE,SCENE,MINOR_CAS,CRITICAL_CAS,RESCUED,MISSING,DEAD,DAMAGE,SITUATION,RESPONSE_KRCS,HH AFFECTED
18-10-14,Lower Eastern,None,FLOODS INCIDENT IN MUKURU NAIROBI COUNTY.,Floods,"MUKURU, NAIROBI COUNTY.",0,1,0,0,1,-,"At 0212hrs, Dan Mutinda Called E.OC and reported Floods incident in residential houses at, Mukuru Fuata Nyayo,Mukuru Land mawe and Mukuru Kayaba the floods were caused by the heavy down pour experienced in the area overnight. KRCS Nairobi branch team responded and helped in evacuating the people to Mariakani primary School. One person is feared dead and another one sustained injuries.", KRCS Nairobi branch ,0
12-11-17,Central,Kiambu,"	FLASH FLOODS IN KIAMBU COUNTY ",Floods,"Juja, Makongeni, kisii and Kiganjo areas of Kiambu",0,0,0,0,0,30hhs,"At around 0824hrs, Gitonga RM Kiambu County notified flash floods in Juja, Makongeni, kisii and Kiganjo areas of Kiambu. In Juja, houses were submerged by sewage water originating from poor drainage. A rapid assessment conducted by Kiambu KRCS Team reported approximately 300HHs marooned. The area M.P also deployed 5 excavators to restore drainage in the area.",,0
16-05-18,Central,Embu,FLOODS AT DALLAS ESTATE IN EMBU COUNTY,Floods,"Dallas , Embu",0,0,0,0,0,65 Hhs affected,"Flash floods affected approximately 44Hhs in Dallas estate in Embu, this was after an overnight rainfall. No injuries were reported however household items were washed away. Embu RCAT team conducted an assessment and evacuated 65 families to safer grounds. More rainfall is anticipated in the area. ",,0
03-05-12,Lower Eastern,None,FLOODS AT MUTHAIGA POLICE STATION ,Floods,MUTHAIGA POLICE STATION ,0,0,0,0,0,4HH,Floods were reported at Muthaiga police station. Four residential houses belonging to police officers were submerged. The floods were as a result of poor drainage in the area. The flood water mixed with sewerage forced to officers to seek alternative shelter in other officers? houses. No injuries were reported from the incident.,-,0
01-05-15,South Rift,None,UPDATE ON FLASH FLOODS AT NAROK TOWN,Floods,NAROK TOWN,0,0,0,0,0,0,"Felister from KRCS Naivasha reported fresh flooding in Narok following heavy downpour in areas near the town, KRCS currently issuing warning to people through public address systems to avoid the area. Drivers using the Bomet-Nairobi highway advised to use alternative routes as the main road has been cut off by the floods. KRCS closely monitoring",KRCS Narok,0
22-05-18,North Rift,Elgeyo-Marakwet,LANDSLIDE INCIDENT IN ITEN-KABARNET ELGEIYO MARAKW,Floods,Elgeiyo Marakwet,0,0,0,0,0,0,"E.O.C via social media at 1120hrs, reported of a landslide incident at iten-Kabarnet route that cut off the route at Tambach following heavy rainfall. Motorist urged to use alternative routes",,0
22-06-16,Upper Eastern,Marsabit,MARSABIT COUNTY FLOODS INCIDENT,Floods,MARSABIT,0,0,0,0,0,livestock swept away,"Talaso (Regional Manager) reported of floods cases at Gas location in Marsabit County at 1940hrs.  Rainfall experienced since last evening, it rained continuously for several hours leading to the havoc sweeping away approximately 2000 sheep and goats leaving the communities distressed and vulnerable. Assessment will be conducted tomorrow once the rains subside",KRCS Marsabit,0
18-04-17,North Eastern,Wajir,WAJIR FLASH FLOOD INCIDENT,Floods,"GURAR DIVISION, WAJIR NORTH",0,0,0,0,0,-,"At 1242hrs, Abdia (KRCS wajir) reported flash floods in Gurar Division Wajir North. Following the heavy downpour in the county, 220goats died due to the change in weather conditions. More rainfall is expected in the area.",WAJIR,0
14-03-14,Lower Eastern,None,FLOODS REPORTED IN NAMANGA ,Floods,NAMANGA,0,0,0,0,0,2 Classrooms affected,"On 15th march 2014, heavy rainfall was reported in Namanga accompanied by heavy winds that blew off the roof tops of two classes at Eluanata Primary School. No injuries were reported as the incident happened at night when there were pupils in the class rooms.",-,0
29-03-18,West Kenya,Kisumu,STRONG WINDS INCIDENT AT CHIGA AREA IN KISUMU COUN,Floods,Chiga,0,0,0,0,0,78Hhs affected, A strong wind incident was reported at Chiga in Kisumu County at 1400HRS. Rainfall that was accompanied by strong winds blew of roofs from houses. KRCS Kisumu conducted an assessment today to ascertain the level of damage. A temporary evacuation center has been set at GPO Primary School,,0
19-11-15,Nairobi,None,FLOODS INCIDENT IN SAMBOCHO IN MT. ELGON,Floods,"sambocho,Mt elgon",0,0,0,0,0,0,"Following heavy rainfall in Mt Elgon, flooding was reported resulting in displacement of 16 households displaced in Sambocho village. In another incident, a bridge connecting Kimukung and Milimani villages was swept away, disrupting transport between the areas. The levels of water are steadily increasing indicating a possibility of further displacement and/or destruction.",Assesment by KRCS,0
27-11-15,West Kenya,None,FLOODS IN HOMA BAY COUNTY,Floods,Agulu Muok ,21,0,21,14,5,-,"At 1957hrs Roche (KRCS County Manager) reported a 32 seater mini bus was swept off the road while crossing a bridge at Agulu Muok while in transit from Homa bay to Nyandiwa, KRCS SAR, E plus EMS and County government response team responded to the scene and managed to rescue 21 casualties who were evacuated to St. Pamela hospital. SAR teams managed to recover 5 bodies throughout the night and unknown number still missing.  ",Homa Bay & E plus,0
14-03-14,South Rift,None,FLOOD REPORTED IN NAKURU,Floods,NAKURU,0,0,0,0,0,-48HH,"Omondi (0721297550) from KRCS Nakuru branch reported floods in Mwariki Molo estate at 0530Hrs after heavy rainfall during the night, assessment will be done during the day even though logistic department don’t have NFI’s to support the affected familiesOn 14th March 2014, KRCS Nakuru branch reported floods in Mwariki Molo estate at 0530Hrs after heavy rainfall during the night. After an assessment was carried out it was reported that, the floods were caused by a sewer burst which spread to the nearby houses. People evacuated from the affected houses as repair was ongoing, the number of households affected is 48. ",KRCS Nakuru branch,0
21-11-15,Upper Eastern,None,FLOOD INCIDENT IN ISIOLO COUNTY,Floods,"Bula Pesa, Safi estate, Kulamawe and Pepo la Tumai",0,0,3,0,1,130HH,"At 2121Hrs Abdi (0705582853) reported of heavy rains in most parts of Isiolo County which lead to floods in Bula Pesa, Safi estate, Kulamawe and Pepo la Tumaini areas. KRCS Isiolo conducted an assessment and reported that 130HH were affected and 1 body recovered.",Isiolo,0
29-04-16,Central,Murang’a,HAILSTORM IN KIGUMO,Floods,Kigumo,0,0,0,0,0,5HH,"KRCS RM Gitonga reported an incident that occurred at Kigumo in Embu County around Heho Village after heavy downpour accompanied by strong winds hit the area, 27 families have been displaced and 5HH roofs blown off, the affected families are currently camping at a nearby school. County government have assisted the families with food and KRCS RM was asked to cater for NFI’s by the County Government officials. (Brief: 5HH, 27 families)",KRCS Muranga,0
06-03-18,Lower Eastern,Kajiado,FLASH FLOODS IN MILE SABA AREA IN KAJIADO COUNTY,Floods,N MILE SABA AREA IN KAJIADO COUNTY,0,0,0,0,0,35hhs,"Leonard (KRCS Kajiado) reported of flash floods in Mile Saba area along Kajiado- Namanga road at 1420HRS. The heavy down pour wreaked havoc to the area, about 35Hhs were affected. Some sections of roads were also cut off. The affected families are in need of shelter",,0
16-04-18,West Kenya,Homa Bay,FLASH FLOODS AT KARACHUONYO AREA IN HOMABAY CO,Floods,KARACHUONYO AREA IN HOMABAY CO,0,0,0,0,0,0,"At around 1425hrs, Hellen West Kenya KRCS reported floods in Karachuonyo Area in Homabay County following heavy rainfall experienced in Nyanza Region. Homabay RCAT has since been activated and is on ground facilitating assessment besides mobilization of people to move to higher grounds. ",,0
23-04-18,West Kenya,Kisumu,FLASH FLOODS AT AHERO IN KISUMU COUNTY ,Floods,Ahero,0,0,0,0,0,0,"Hellen West Kenya KRCS reported floods at Ahero Area in Kisumu County at around 1524hrs. Heavy rainfall reported in the area has marooned several families prompting KRCS Team and Kisumu County Government to intervene. A boat is to be availed by County government to facilitate evacuation. In addition, Assessment to ascertain needs and numbers affected still is underway courtesy of Kisumu County RCAT",,0
15-05-18,Central,Murang’a,"5.0	LANDSLIDE INCIDENT AT KIGUMO SUB-COUNTY IN MUR",Floods,kigumo,0,9,0,0,0,37Hhs,"Landslide incidents were reported at Kigumo sub-county in Muranga County at 0918hrs due to heavy rainfall causing multiple landslides in Muranga County, Kigumo- Kangema road, Kangare- Kandara road were rendered impassable after section of the roads were blocked. Nine casualties were evacuated to Muranga level four hospital and 37hh affected, KRCS conducted SAR and assisted in relocating the affected population to safer ground",,0
21-05-18,Central,Embu,FLASH FLOODS AT IRIARI IN EMBU COUNTY,Floods, IRIARI IN EMBU COUNTY,0,0,0,0,0,0,"Gitonga (RM CENTRAL) reported of a Flash flood incident at Iriari village in Embu east area after heavy downpour experienced, 17hh displaced and crops damaged. RCAT embu will conduct the assessment",,0
17-03-18,North Rift,Turkana,FLOODS AT ATIR VILLAGE IN TURKANA COUNTY ,Floods,ATIR VILLAGE IN TURKANA COUNTY ,0,0,0,0,0,Around 93 HHs affected. ,"At around 1724hrs, Nick KRCS Turkana reported flash floods at Atir Village in Turkana County. River Tarach rose beyond its capacity and later broke its bank following heavy down pour. About 93HHs were affected from Atir Village. The affected population is in dire need of FIs and NFIs. The assessment was overseen by Turkana KRCS Team. ",,0
20-11-17,Coast,Taita Taveta,FLOODS AT GARSEN IN TANA RIVER COUNTY,Floods,GARSEN ,0,0,0,0,0,0,"At 0625hrs Hassan (0714375854) reported of a flash flood at Garsen constituency in Tatita Taveta County. Farmers at Mnazini and Kiembeni constituency are affected by floods and most of their produce are washed away, there also likelihood of cholera outbreak in the region. Assessments will be conducted by KRCS Taita Taveta to the affected area while community advised to move on higher grounds.",,0
03-03-18,Nairobi,Nairobi,FLOODS AT MUKURU KWA REUBEN IN NAIROBI CITY COUNTY,Floods,MUKURU KWA REUBEN IN NAIROBI CITY COUNTY,0,0,0,0,0,0,"Francis via 0712715322 reported of flash floods at Mukuru Kwa Reuben informal settlement at around 0830hrs following heavy down pour reported. Gatope, Rurie, Mombasa and Feed the Children Villages were reported to be the most affected villages. KRCS Nairobi County to conduct assessment. E.O.C closely monitoring the situation. ",,0
14-04-13,Upper Eastern,None,FLOOD ALERT REPORTED IN GREENLAND NEAR PUNDAMILIA ,Floods,GREENLAND NEAR PUNDAMILIA ,0,0,0,0,0,-,"At 0825hrs, a flood incident was reported to EOC by Gerald Bombe (KRCS Ast. Secretary General). Unconfirmed number of families were reported to have been displaced from their homes due to water overflowing from the Dam. Volunteers sent to the ground",Volunteers,0
09-06-18,West Kenya,Bungoma,FLOODS AT MUKUA LOCATION IN BUNGOMA COUNTY ,Floods,MUKUA LOCATION IN BUNGOMA COUNTY ,0,0,0,0,2,0,"At 1059hrs, Mama Mary via 0721836602 notified E.O.C of floods at Mukua Location of Bungoma County due to heavy down pour. A woman and a minor reportedly died after their house caved in. Their bodies were retrieved by Police alongside Locals and referred to a Bungoma Mortuary. Bungoma KRCS have been notified to conduct a needs assessment. ",,0
28-11-15,West Kenya,None,FLOODS IN MIGORI COUNTY ,Floods,Nyatike,0,0,0,0,0,120HH,At 0530hrs Roche (KRCS County Manager) reported that R. Kuja burst its bank during the wee hours in the morning around Nyatike in Migori County affecting approximately 50 families in Nyora village and 70 families affected in the same occurrences at Kabuto village KRCS and the county government evacuated the families to the higher grounds were they had identified evacuation centers at Nyora primary and Kabuto primary school.assesment is ongoing.,Migori,0
15-11-15,Coast,None,"FLOODS INCIDENT AT BUWA AREA IN MBALAMBALA, TANA R",Floods,BUWA AREA IN MBALAMBALA,0,0,0,0,0,-,KRCS Tana River CM Bombe reported a flood incident in some parts of Buwa area in Mbalambala and more water expected to flood in Madogo area and also due to heavy down pour experienced in Tana Delta throughout the night. RCAT are closely monitoring the situation and carrying out assessment on affected areas.,Tana River,0
07-12-15,North Rift,Nandi,FLOODS INCIDENT IN  NANDI COUNTY,Floods,Nandi,0,2,0,0,0,1 HH,"At 0900hrs Tallam (KRCS Nandi) reported of incidents brought about by heavy rainfall IN Nandi County, Heavy rainfall was witnessed in most parts of the County. Incidents of mudslide were reported in Uson, Temso and Kapchorwa villages. In Tinderet sub-County lightning struck a family house and injured 2 people who were evacuated to Nandi sub-County Hospital.Sotek Primary School in Tinderet sub-County was marooned by water. A rock fall was also reported in Kibingei and it destroyed 1 household, no injuries were reported. (Brief; 2 injuries; 1HH)",KRCS Nandi,0
13-04-18,Upper Eastern,Kitui,DROWNING IN KANYANGI LOCATION IN KITUI COUNTY,Floods,"Kanyangi, Kitui",0,0,0,0,1,0,Mutio via 0701123042 reported a drowning incident of a middle aged man at River Tiva at Kanyangi Location in Kitui County at around 1315hrs. E.O.C activated Kitui KRCS and County Team to facilitate SAR. The incident remains active,,0
12-11-17,Central,Meru,FLOODS IN TIGANIA WEST,Floods,TIGANIA WEST MERU COUNTY,0,0,0,0,0,50 HHs affected.,"KRCS Gitonga Central RM at 2133Hrs reported floods in Tigania West at Lailuba and Limbine area, approximately 50HH were displaced and roads impassable in the area. Assessment will be conducted by KRCS Meru branch and share report. ",,0
06-05-15,Coast,None,FLOODS INCIDENT IN MOMBASA COUNTY,Floods,MOMBASA COUNTY,0,0,0,0,0,50 HH,"Floods incident reported in Mombasa Magongo village at 1615hrs by Soud (KRCS Mombasa branch) approximately 50 household have been displaced so far and many other at risk of been displaced as the rain is still on, Assessment to be conducted by KRCS Mombasa branch.",KRCS Mombasa branch,0
02-05-17,Upper Eastern,Marsabit,FLOODS IN MARSABIT COUNTY,Floods,in Marsabit North at Kurbi Jarsa Tharga grazing fi,0,0,0,0,0,623 shoats and 2 camels dead,"Jillo KRCS Coordinator reported floods in Marsabit North at Kurbi Jarsa Tharga grazing field around Hurri Hills at Toricha Sub Location after heavy down pour, 623 shoats and 2 camels were reported to have been swept away by raging water. (Brief: 623Shoats and 2 Camels)",Marsabit,0
30-04-18,North Eastern,Wajir,FLASH FLOODS AT GRIFTU WAJIR COUNTY,Floods,FLASH FLOODS AT GRIFTU WAJIR COUNTY,0,0,0,0,0,210 HHs affected ,"Flood incident was reported at Griftu in Wajir at around 0703hrs affecting 210HHs, RCAT Wajir conducted assessment and managed to evacuated marooned families to safer grounds",,0
25-04-12,West Kenya,None,FLOODS IN KISUMU AND NANDI HILLS ,Floods,KISUMU AND NANDI HILLS ,0,0,0,0,0,4HH,HEAVY DOWN POUR WAS REPORTED IN KISUMU AND NANDI HILL AND LEFT MANY FAMILIES AFFECTED,KRCS KISUMU,0
16-04-18,North Eastern,Mandera,FLASH FLOODS IN MANDERA COUNTY ,Floods,Mandera county,0,0,0,0,0,0,"At 1233hrs, Sahal N.E KRCS reported floods at Mandera West following outburst of River Warera owing to heavy rainfall.  Roads were rendered impassable paralyzing transport and livelihood in the area. KRCS Mandera has since been activated to conduct an assessment. ",,0
30-11-15,Upper Eastern,None,FLOODS IN SAMBURU COUNTY,Floods,Sereolitie area in Samburu County,0,0,0,0,0,13 households affected,"At 0930hrs Tutana (KRCS County Manager) reported flooding incident that was as a result of heavy rainfall from last evening and into early morning today in Samburu County, 13 households were affected by floods in Sereolitie area. (Brief; 13 HHs)", KRCS Samburu,0
05-05-15,Lower Eastern,None,FLASH FLOODS AT KAJIADO COUNTY,Floods,KAJIADO COUNTY,0,0,0,0,2,10HH,"At 0744hrs, Michael (KRCS Nairobi branch) reported a flash flood that occurred at Ngatataek River broke its banks, 2 people were swept away an (elderly lady and a 6yr old)in Kajiado County at about 0100hrs, bodies were recovered and this morning and taken to Kajiado County Hospital Morgue. Assessment was conducted today by KRCS team and reported 10 households were affected. (Brief: 2 fatalities 10HH)",KRCS team ,0
10-04-18,Coast,Tana River,FLASH FLOODS AT BURA IN TANARIVER COUNTY,Floods,BURA IN TANARIVER COUNTY,0,0,0,0,0,0,"At around 1657hrs, Bombe KRCS reported floods at Bura Area in Tana River County. The floods have since claimed 3 lives (Woman and 2 children) and property of unknown value. In addition, Tana River to Garissa Road has been cut off at Bilbil Area affecting commuters. Tana River RCAT is facilitating assessment at the affected areas. (Brief: 3 Fatalities)",,0
30-11-14,Lower Eastern,None,FLOOD INCIDENT AT NONKOOPIR IN KAJIADO COUNTY,Floods, NONKOOPIR IN KAJIADO COUNTY,0,0,0,0,0,4 HH,"At 2040Hrs, Judith (0723729192) reported flash floods after a heavy pour of rains at Nonkoopir in Kitengela. 4 HH were affected. EOC informed Area chief (0722793649) for temporary measures",-,0
05-11-17,Coast,Kwale,DROWNING INCIDENT AT RIVER RAMISI,Floods,RIVER RAMISI LUNGA LUNGA KWALE COUNTY,0,0,0,0,1,,"Mohammed Kwale Coordinator reported that a middle aged man drowned while crossing River Ramisi at 0930hrs in Bengo area Kwale County, KRCS team responded but were unable to locate the body due to heavy downpour experienced in the Coastal region. SAR will resume tomorrow morning. 

Day 2. The body of the middle aged male who drowned in River Ramisi was retrieved at 0900Hrs in the morning and later buried by family members and friends at 1300hrs.
",,0
06-04-18,West Kenya,Kisumu,FLASH FLOODS IN NYAMASARIA KISUMU COUNTY,Floods,FLASH FLOODS IN NYAMASARIA KISUMU COUNTY,0,0,0,0,0,0,"At around 2113hrs, Eunice (0712651793) reported of flash floods in Nyamasaria, Kisumu County. River Nyamasaria burst its banks and its raging waters flooded the nearby villages. KRCS Kisumu to conduct rapid assessment in the area.",,0
10-04-18,North Rift,Baringo,FLOODS AT MARIGAT ,Floods,"Ngámbo, Salabani and Meisori Areas in Marigat ",0,0,0,0,0,0,"Flood was reported at Ngámbo, Salabani and Meisori Areas in Marigat at 0908hrs after heavy downpour in the area, Baringo RCAT is conducting assessment in the affected areas. ",,0
08-05-17,Coast,Kilifi,FLOODS AT MBOGOLO AREA KILIFI COUNTY,Floods, MBOGOLO AREA KILIFI COUNTY,0,0,0,0,0,0,"E.O.C received report of flood along Kilifi Mombasa road and Mbogolo Bridge was cut off by a seasonal river 1526Hrs, several commuters were stranded and advised to use Mavueni Kaloleni Mombasa road until the water level subsides and bridge rendered safe to cross. ",Kilifi,0
31-03-13,Lower Eastern,None,FLOODS INCIDENT NEAR RONGAI,Floods,RONGAI,5,0,5,0,0,-,"At 0200hrs, a 14-seater matatu was swept away by the raging floods at the same river with 5 passengers on board. EOC informed the Nairobi City Council and the Kenya police who sent teams to help with the search and rescue. The passengers were rescued and treated at a local hospital for minor injuries sustained in the incident.",-,0
29-11-15,West Kenya,None,FLOODING IN HOMABAY COUNTY,Floods,"Rachuonyo North, Homabay County",0,0,0,0,0,295 households Affected,At 0845hrs Roche (KRCS County Manager) Reported flooding incident in Homabay County following high amount of rainfall experienced in the area. Sondu Miriu in Rachuonyo North and Wangchieng and Kobuya location. 295 households are affected. (Brief; 295 HHs Affected),KRCS Homabay,0
30-11-15,North Eastern,None,FLOODING IN WAJIR COUNTY,Floods,Buna town in Wajir County,0,0,0,0,0,0,"At 1206hrs Ahmed (KRCS County Manager) reported flooding incident following the Consistent rains in the county yesterday night, at Buna town 115kms from Wajir. KRCS are conducting assessment to establish the effects.",KRCS Wajir,0
25-04-12,West Kenya,None,FLOODS IN SUBA ,Floods,SUBA ,0,0,0,0,0,-,FLOODS REPORTED IN SUBA DUE TO HEAVY DOWN POUR IN THE AREA,KRCS KISUMU BRANCH,0
26-05-18,West Kenya,Kakamega,LIGHTNING STRIKES AT EBUSHIBO PRIMARY SCHOOL IN KA,Floods, EBUSHIBO PRIMARY SCHOOL IN KA,0,9,0,0,1,0,"At 2042hrs, Euphresia (KRCS Kakamega) reported an incident where lightning struck 10 children at Ebushibo primary school in Navakholo sub county, Kakamega county. 1 pupil succumbed to injuries and nine others were evacuated to hospital Navakholo sub county hospital with critical injuries",,0
02-11-15,North Eastern,None,MARSABIT FLOODING INCIDENT,Floods,"chalbi desert,Marsabit",0,0,0,0,0,200 shoats swept away by water,"Talaso (Marsabit County manager) reported a flooding incident in Marsabit County at 1650hrs.Rains were received substantially in North Horr and Laisamis ,Lower Chalbi desert was reported to be flooded .Over 200 shoats were reported to have been swept away by the  flowing waters. Roads leading to the area are inaccessible by motor vehicles and communities.KRCS in collaboration with other agencies are mobilizing team to respond. More updates to be shared. (Brief; 200 shoats)",KRCS Marsabit,0
09-06-18,West Kenya,Homa Bay,FLASH FLOODS IN HOMABAY COUNTY,Floods,FLASH FLOODS IN HOMABAY COUNTY,0,0,0,0,0,Approximately 365 HHs affected. ,"Hellen (KRCS West Kenya) reported to EOC of flash floods incidents in Homabay County. Several areas were affected by flash floods following heavy rains experienced in the area. Among the affected areas are; Kochia West, Kochia East, Kochia Central and Bala. Approximately 325HHs have been affected. KRCS is to distribute NFIs to the affected persons and has assisted in moving of people to temporary camps at Tar and Bala primary schools",,0
06-05-18,North Eastern,Mandera,FLASH FLOODS INCIDENTS IN WARGADUD MANDERA COUNTY,Floods, WARGADUD MANDERA COUNTY,50,0,0,0,0,"50 injured, 27hh deatroyed, 6500 dispaced)","Chief Ali (0720439573) reported to E.O.C at 2140hrs of a flash floods incidents from Sukala Tinfa to Wargadud in Mandera County, settlements and properties of unknown values have been destroyed by flood. The numbers of people injured stands at 50 while apporoximately 5000 to 6500 people are reported to have been displaced by the floods in Tinfa, Ruramathow, Ireskinto, Elele and Bure. Approximately 27hh destroyed.",,0
11-12-13,Coast,None, FLOODS IN TAITA TAVETA COUNTY,Floods,TAITA TAVETA COUNTY,0,0,0,0,0,"•	935HH
•	160 Latrines Damaged
","On 11th December 2013, EOC received an update from the floods reported in Taita Taveta County on Monday 9th December 2013.KRCS Conducted an assessment in the affected areas in Kimorigo and Rikeke locations in Taita sub-county. Approximately 935 households were directly affected by the floods and about 160 latrines badly damaged by the floods. The damaged latrines have contaminated food and water in the area raising the health risks to people living in the area and especially young children. The rains affected transport in the area rendering several road impassable forcing the response teams to use an alternative route to the area. A joint assessment by the KRCS together with ministry of health officials, sub county administrator and Deputy County Commissioner concluded that evacuation will not be conducted in the meantime but urged local community members to be alert to evacuate to higher areas in the next 24hrs in case the heavy rains continued. No injuries have been reported from the incident.",KRCS Taita Taveta ,0
15-11-17,Upper Eastern,Isiolo,FLOODS IN NYARO MORA ISIOLO COUNTY,Floods,NYARO MORA ISIOLO COUNTY,0,0,0,0,0,Many people have been displaced ,Fredric (0718313175) reported flood to E.O.C at 0036hrs in Nyaro Mora near Archers. Many people have been displaced by the flood. No one was injured. KRCS team to conduct assessment,,0
14-05-16,South Rift,Nakuru,"FLOODS IN NAKURU, NAIROBI COUNTY",Floods,Mwariki,0,0,0,2,0,Road cutt off,"Gichimu KRCS Nakuru reported floods in Mwariki area at 1300hrs and swept away 2 people and cut off the road, KRCS Nakuru RCAT responded to the scene and will share report of the flood. ",KRCS NAKURU,0
26-11-15,South Rift,None,"FLOOD REPORTED IN PONDA MALI, NAKURU COUNTY",Floods,PONDA MALI,0,0,0,0,0,13HH,KRCS Nakuru CM reported floods in Ponda Mali estate Nakuru town after the area received rainfall throughout the day and even though moderate at least 13HH were water logged due to poor drainage system.,Nakuru,0
16-03-18,Lower Eastern,Machakos,FLASH FLOODS REPORTED AT KANGUNDO ROAD NEAR KAMULU,Floods,KANGUNDO ROAD NEAR KAMULU RIVER,0,0,0,0,0,0,"Elizabeth (0721544911) reported to E.O.C at 2155hrs of flash floods along Kangundo road, rendering be road impassable. The river near Kamulu burst its banks, covering the nearby bridge and further developed into traffic snarl up along the road for several hours.  A lorry lost control and rolled at the bridge after hence blocking the bridge, the occupants on board escaped unhurt",,0
18-04-18,Coast,Tana River,TANA RIVER COUNTY FLOODS SITUATION UPDATE,Floods,TANA RIVER COUNTY FLOODS SITUATION UPDATE,0,0,0,0,0,600 Families affected. ,"Heavy rainfall has paralyzed normal operations in most parts of Tana River County as reported by Bombe (KRCS Tana River) at 2034hrs. Sections of roads in Tana River still remain impassable. More than 600 families were rendered homeless in Mororo, Adele and Madogo areas. The National government plans to provide tarpaulins to the affected people",,0
14-12-15,West Kenya,Kisumu,FLOODS INCIDENT IN KISUMU COUNTY,Floods,kisumu,0,0,0,0,0,0,"At 1000hrs, Jacob (KRCS Kisumu) reported of incidents that were as a result of heavy rainfall in the last 24 hours. Heavy rainfall was received in the County since yesterday evening into the morning. The rains have caused flash floods in Orongo and have cut-off Kibos-Chiga road, Rabuor-Chiga road in Kolwa East. River Nyando has been reported to have increased in level and is now swollen meaning the chances of breaking its banks have increased. Residents living near the banks have been advised to move to safe ground.",0,0
21-11-15,Lower Eastern,None,FLOOD INCIDENT IN KITUI COUNTY,Floods,Kalundu Market in Kitui town ,0,0,0,0,0,9HH affected,"KRCS Kitui CM reported floods near Kalundu Market in Kitui town at 0631hrs after heavy downpour hit most parts of the County affecting 9HH who were forced to seek refuge from the neighbouring areas at 0200Hrs, 3HH managed to get some shelter mostly children. KRCS Kitui are carrying out assessment in the area and will update E.O.C.",KRCS Kitui,0
13-04-18,North Eastern,Garissa,FLASH FLOODS AT ALOLEY IN GARISSA COUNTY,Floods,"Aloley,Garissa",0,0,0,0,1,0,"Tusmo KRCS Garissa reported flash floods in Aloley Area of Garissa County at around 1453hrs. One person has since been confirmed dead with others in danger as their houses are marooned. In addition, most farms in the area have also been submerged. Garissa KRCS Team is spearheading rapid assessment besides retrieval of the body. ",,0
13-11-15,West Kenya,None,FLOODS INCIDENT IN KISII COUNTY,Floods,SOUTH MUGIRANGO IN KISII COUNTY,0,0,0,0,0," 5 House holds
 1 School","At 0840hrs Magdalene (County manager) reported a floods case in Kisii County. She reported that the area has continued experiencing heavy rainfall; the rains caused landslide in Nyangweta area affecting 2HH, 1HH in Mwamugesa and 2HH in South Mugirango. Preliminary reports indicate that over 300 latrines have collapsed in South Mugirango and roof of Bagichocho Primary School were blown off. No injuries were reported. (Brief: 5HH; 1School)",KRCS KISII,0
19-05-16,North Rift,Nandi,FLOODS INCIDENT IN NANDI COUNTY,Floods,NANDI COUNTY,0,0,0,0,0,5 Hh,"Talam (KRCS Nandi) @ 0944 hrs reported of 2 incidents which include; landslides at Chelemet area which affected people’s farms and flashfloods incident at Chemase which affected 5 Hh which housed approximately 40 people. (Brief: 5 Hh affected)
",KRCS Nandi,0
06-05-12,Lower Eastern,None,FLOODS REPORTED IN MATHARE ,Floods,MATHARE,0,0,0,0,0,-,Floods were reported in Mathare slums due to the previous night heavy down pour in the area that lead to Nairobi river to break its banks and swept away the houses that were nearby to it. ,KRCS NAIROBI BRANCH,0
16-03-14,Lower Eastern,None,"FLASH FLOODS REPORTED IN OLOK, NAMANGA",Floods,"OLOK, NAMANGA",0,0,0,0,1,-,Flash floods were reported in Namanga town following heavy rains experienced in the area from yesterday (15th Feb 2014) at 4 pm to around 3 am today (16th Feb 2014).  River Namanga burst its banks and flooded displacing people settled along the river in Namanga town. The most affected areas include areas near riverside Hotel and on both sides of the main tarmac road. Women and children were moved away from the site at 2 am with the help of government administration and were housed by well-wishers. The body of a child who had earlier been reported as missing was recovered by search and rescue team led by KRCS Kajiado branch volunteers. ,Krcs Kajiado Branch,0
09-05-17,North Eastern,Garissa,FLOODS AT DADAAB,Floods,DADAAB,0,0,7,0,0,0,"E.OC received report of floods via social media at 1350hrs in Dadaab affecting Dagahaley,Bula Kiwanja, Bula Harar, Bula IOM, Bula Kenya Power,  Kheir, IFO 1 and IFO 2 areas after heavy downpours. KRCS team conducting assessment and will share report.",Dadaab,0
15-04-18,North Rift,Nandi,MUD SLIDES AT TINDERET SUB COUNTY IN NANDI COUNTY ,Floods,TINDERET SUB COUNTY IN NANDI COUNTY ,0,0,0,0,0,0,"Kemboi (KRCS North Rift) reported mudslides in Tinderet Sub County at around 1502hrs. Uson, Kaptebeswo, Kimurenge and Kapchanga Areas were identified as the most affected no casualties have been reported. Nandi KRCS Team is on stand by and keeping vigil of the most susceptible areas.  ",,0
11-11-15,Central,None,FLOODS INCIDENT IN LAIKIPIA COUNTY,Floods,"Chumvi, Laikipia County",0,0,0,0,0,"50 sheeo
3 cows","At 0850hrs Mary (KRCS County manager) reported a flooding incident in Chumvi, Laikipia County. Following heavy rainfall in that area yesterday night, approximately 50 sheep and 3 cows were swept by the floods.  KRCS are yet to conduct an assessment. (Brief; 53 livestock)",KRCS LAIKIPIA,0
